씬ID(sceneId),대사순서(order),강조캐릭터(activeCharacters),말하는캐릭터(speaker),대사텍스트(text),명령어(command)
scenejan_23_b_choice,1,mendelssohn,mendelssohn,"이런, 베시에르 양과의 대화가 너무 즐거워서 시간 가는 줄도 몰랐네요. 붙들어 둬서 죄송합니다.",
scenejan_24_b,1,mendelssohn,mendelssohn,…정말 미안합니다.,
scenejan_24_b,2,,narrator,멘델스존은 당신을 데리고 솜씨 좋게 가장 빠른 경로를 찾아 당신을 박스석에 데려다 주었다.,
scenejan_24_b,3,,narrator,딱 오후 여덟 시였다.,
scenejan_24_b,4,,narrator,시마노프스카가 '어디서 뭘 하다 왔는지 설명하는 게 좋을 거다' 는 눈빛으로 당신과 멘델스존을 번갈아 바라보았다.,
scenejan_24_b,5,,narrator,"둘 중 누가 해명을 하기도 전에 막이 올랐고, 멘델스존은 다시 커튼을 치고서 당신을 박스석에… 심기 불편한 시마노프스카와 함께 남겨두었다.",
scenejan_24_b,6,szymanowska,szymanowska,설마 계속 둘만 있던 건 아니지?,
scenejan_24_b,7,,me,"아, 그럼요. 복도에서 수다 좀 떨다가 시간 가는 줄 몰랐을 뿐이에요.",
scenejan_24_b,8,szymanowska,szymanowska,"그러면 다행이고… 이모 놀라게 하지 좀 마렴, 응? 다음부터는 이렇게 오래 사라져 있으면 안 돼.",
scenejan_24_b,9,,narrator,당신은 고개를 끄덕이지만 이 약속을 지킬 생각은 별로 없었다.,
scenejan_24_b,10,,narrator,"시마노프스카는 더 이상의 추궁이나 훈계를 하지는 않고, 무대 위로 고개를 돌린다.",
scenejan_24_b,11,,narrator,정말이지 천만다행이라는 생각이 들었다.,
scenejan_5_c,1,,narrator,당신은 그의 얼굴에 잠깐 스쳐지나가는 불쾌함을 놓치지 않는다.,
scenejan_5_c,2,,me,어째 거북해하시는 투인데요?,
scenejan_5_c,3,mendelssohn,mendelssohn,네? 아뇨. 전혀요. 그럴 리가요.,
scenejan_5_c_choice,1,,narrator,어째 그의 강한 부정이 더 강한 긍정으로 느껴진다.,
scenejan_6_c,1,,narrator,그의 부정에 당신은 몸을 앞으로 숙여 멘델스존을 빤히 바라본다.,
scenejan_6_c,2,,narrator,정말로?' 라는 질문을 담은 당신의 눈빛에 멘델스존은 얼굴을 붉히며 시선을 피하다가 한숨을 내쉰다.,
scenejan_6_c_choice,1,mendelssohn,mendelssohn,"…그래요, 사실 마이어베어를 별로 좋아하지 않습니다. 호기심이 충족되셨나요?",
scenejan_7_c,1,,me,내용이 상당히 마음에 들지 않으시나 보죠?,
scenejan_7_c,2,mendelssohn,mendelssohn,그런 작품을 좋아할 수야 없죠. 고결함이라고는 눈 씻고 봐도 찾아볼 수가 없거든요.,
scenejan_7_c,3,,narrator,진심으로 싫은 건지 멘델스존의 말이 빨라진다.,
scenejan_7_c,4,mendelssohn,mendelssohn,일단 주인공이 악마의 아들인 것부터가 솔직히 맘에 안 듭니다. 그런데 거기다가 수녀들이 그 주인공을 유혹하려고 춤을 춘다고요?,
scenejan_7_c,5,mendelssohn,mendelssohn,"그래요, 시궁쥐들한테 돈 좀 쥐어주고 하룻밤을 보낼 생각밖에는 없는 탐욕스러운 노신사들이야 좋아하겠죠.",
scenejan_7_c,6,mendelssohn,mendelssohn,"그런데 그게 맞는 일이냐, 이건 또 다른 문제예요. 말도 안 되는 장면들을 구겨넣어 스펙타클을 어떻게든 억지로 쥐어짜낸 거죠.",
scenejan_7_c,7,mendelssohn,mendelssohn,종교적인 테마로 위장했지만 실상은 각계각층의 욕구에 영합하기 위한 천박한 수작질밖에 안 돼요.,
scenejan_7_c,8,mendelssohn,mendelssohn,"음악은 또 어떻고요! 예, 화려한 기교가 들어 있으니 성악가들은 좋아하고 오케스트레이션이 풍성하니 독일인도 좋아하겠네요.",
scenejan_7_c,9,mendelssohn,mendelssohn,"아마 나 빼고 다 좋아할 만한 오페라일 거예요! 이, 이딴 천박하고 진실성이라고는 찾아볼 수 없는…",
scenejan_7_c,10,,narrator,멘델스존은 자신이 흥분해서 당신에게 주절거리고 있었다는 걸 깨닫고 귀가 새빨개져서 양손에 얼굴을 파묻는다.,
scenejan_7_c,11,mendelssohn,mendelssohn,"…오페라라고, 개인적으로는 그렇게 생각하고 있습니다만… 제 의견을 누군가에게 강요할 생각은 없습니다.",
scenejan_7_c_choice,1,,me,와…진짜 싫어하시네요.,
scenejan_8_c,1,,me,자연스럽게 설득이 먹히지 않을 경우를 먼저 상정하시네요.,
scenejan_8_c,2,mendelssohn,mendelssohn,듣고 보니 그렇군요… 종종 너무 구시대적인 발상이나 관념이라는 이야기를 들어서 저도 모르게 체념하고 있었나 봅니다.,
scenejan_9_c,1,,me,스스로에게 대단히 엄격한 분이셨군요.,
scenejan_9_c,2,mendelssohn,mendelssohn,엄격해지려 노력하는 것이죠. ,
scenejan_9_c,3,,me,요즘 보기 드문 유형의 인간이시네요.,
scenejan_9_c,4,mendelssohn,mendelssohn,그런 면에서 보자면 저는 이 시대에 살기에는 너무 구시대적인 사람일지도 모르겠네요.,
scenejan_10_c,1,,me,멘델스존 씨라면 절대 타협하지 않으실 것 같아서 걱정이 되지도 않아요.,
scenejan_10_c,2,mendelssohn,mendelssohn,"그건 비난인가요, 칭찬인가요?",
scenejan_10_c_choice,1,,narrator,그렇게 묻는 멘델스존은 화가 난 것 같지는 않았다.,
scenejan_11_c,1,,me,시대에 뒤떨어진다는 게 언제나 나쁜 일은 아니죠.,
scenejan_11_c,2,mendelssohn,mendelssohn,보통은 나쁜 일로 생각합니다.,
scenejan_11_c,3,,me,반드시 남들이 옳다 말한다 해서 옳은 것은 아니니까요.,
scenejan_12_c,1,,me,"친절하시네요, 이렇게 저의 의도를 선해해 주시고.",
scenejan_12_c,2,mendelssohn,mendelssohn,진실된 조언을 해주는 사람은 곁에 두어 나쁠 것이 없죠.,
scenejan_12_c,3,,me,진실된 조언을 해준다는 핑계 아래서 남들에게 상처를 주는 사람도 있는 법이니까요.,
scenejan_13_c,1,,narrator,멘델스존은 눈을 잠시 감았다가 뜬다.,
scenejan_13_c,2,mendelssohn,mendelssohn,베시에르 양의 말에는 가시가 있어요. 하지만 그 가시 너머에는 친절함이 있군요.,
scenejan_13_c_choice,1,,narrator,처음 들어보는 말이었다. 당신은 지금까지 그와 한 대화 속에서 당신의 말 속 친절함이 어디에 있는지 알 수 없었다.,
scenejan_14_c,1,,narrator,멘델스존이 살짝 눈웃음을 짓는다.,
scenejan_14_c,2,mendelssohn,mendelssohn,제 판단이 언제든지 틀릴 수도 있는 일이죠. 하지만 지금으로서는…,
scenejan_14_c,3,mendelssohn,mendelssohn,제가 보기에 베시에르 양은 겉으로 드러나는 것보다 사려 깊은 분이십니다.,
scenejan_14_c,4,,narrator,"당신은 할 말을 천천히 머릿속에서 고르지만, 위층이 소란스러워지는 소리가 들렸다.",
scenejan_14_c,5,,narrator,그 소리에 멘델스존은 시계를 꺼내 시각을 확인했다. ,
scenejan_14_c,6,,narrator,시계는 오후 일곱 시 반을 가리키고 있었다.,
scenejan_14_c,7,mendelssohn,mendelssohn,슬슬 모셔다 드리겠습니다. 가실까요?,
scenejan_14_c_choice,1,,narrator,당신은 멘델스존이 내민 팔을 바라본다.,
scenejan_15_c,1,,narrator,당신은 아쉬운 마음으로 납득했다.,
scenejan_15_c,1,,me,그러면 어쩔 수 없죠.,
scenejan_16_c,1,,narrator,"멘델스존은 고개를 끄덕이며 미소를 짓고, 당신의 팔짱을 끼고 당신을 박스로 안내한다.",
scenejan_5_d,1,,me,"네에?! 아니, 친척이니까 닮은 게 당연하잖아요! 갑자기 무슨 소리를!",
scenejan_5_d,2,mendelssohn,mendelssohn,지긋지긋해서 안 되겠습니다! 그 다 늙은 아저씨랑 저를 비교하시다니…,
scenejan_5_d,3,mendelssohn,mendelssohn,아예 동방 수도승처럼 머리를 빡빡 밀어버려야겠네요! 그러면 헷갈리지는 않으시겠죠!,
scenejan_5_d,4,,narrator,"그러더니 멘델스존은 뭐가 그리 화가 났는지, 붉으락푸르락해진 얼굴로 씩씩거리며 당신을 복도에 내버려 두고 가버렸다…",
scenejan_5_d,5,,me,…왜 저래.,
scenejan_5_d,6,,narrator,당신은 어이없어하며 자리를 떴다. 물에 빠진 사람 구해줬더니 보따리 내놓으라 한다는 게 이럴 때 쓰는 말인가.,
scenejan_4_b,1,,narrator,당신은 적당히 지인들과 수다를 떨며 인사를 나누다가 일곱 시 삼십오 분 쯤 박스석으로 향한다.,
scenejan_6_d,1,szymanowska,szymanowska,왔니?,
scenejan_6_d,2,szymanowska,szymanowska,"밖에서 샴페인이라도 한 잔 갖고 오지 그러니, 아직 시작까지 시간 조금 있는데.",
scenejan_6_d,3,,me,"아뇨, 괜찮아요. 오페라는 집중해서 보는 걸 좋아하는 편이라서요.",
scenejan_6_d,4,szymanowska,szymanowska,너도 참 신기한 애야.,
scenejan_6_d,5,,narrator,당신은 오페라 글라스를 들고 무대 장치를 살펴보았다. 바닥에 설치된 트랩도어가 보였다.,
scenejan_6_d,6,,narrator,그러니까 테너 누리가 저기에 잘못 빠졌었다는 거지. 그런 웃기는 광경을 연출하고도 이 정도 대성공을 거둔 오페라라.,
scenejan_6_d,7,,narrator,확실히 지베르니의 극장에서는 보기 힘들던 가스등도 신기했다. 1822년 설치됐다는 가스등을 이보다 더 적극적으로 쓰는 극장이 있을까.,
scenejan_6_d,8,,narrator,무대를 실컷 구경하고 나서야 당신은 관객석의 사람들을 훑어본다.,
scenejan_6_d,9,,narrator,화려한 옷으로 치장한 귀부인들과 그런 귀부인들을 받쳐주려는 듯 칙칙하게 입은 남성들이 한가득이었다.,
scenejan_6_d_choice,1,,narrator,객석은 소란스러웠다. 아마 무대가 시작되어도 계속 소란스러울 것이다.,
scenejan_7_d,1,,narrator,"당신은 눈으로 젊은 여자와 늙은 남자, 반대로 나이 든 여자와 젊은 남자들의 조합을 찾아보았다. 확실히 많지는 않았다. ",
scenejan_7_d,2,,narrator,"재미있는 치정극이라도 펼쳐지기를 기대했던 당신에게는 아쉬운 일이었다. 그 때,",
scenejan_8_d,1,,narrator,"두세개 정도 옆의 박스석에서 익숙한 금발이 보였다. 리스트였다. 당신은 반가운 마음에 그를 불러 볼까 고민하지만, 그만둔다.",
scenejan_8_d,2,,narrator,삼십 대 중반 정도 되어 보이는 귀부인과 친근한 인사를 나누고 있어 방해하는 것이 그닥 좋은 아이디어로 느껴지지 않았다.,
scenejan_8_d_choice,1,szymanowska,szymanowska,"어머, 라프뤼나데드 백작부인은 아직도 리스트랑 사귀나 보네?",
scenejan_9_d,1,szymanowska,szymanowska,지난 겨울쯤에 둘이 사귄다는 얘기가 암암리에 돌았거든. 비밀스런 별장에서 밀회를 했다나 뭐라나.,
scenejan_9_d,2,szymanowska,szymanowska,파리로 돌아와서 헤어졌나 싶었는데 그런 것도 아닌가 봐. ,
scenejan_9_d,3,,me,그렇군요…,
scenejan_9_d,4,szymanowska,szymanowska,"결혼생활이 별로면 나처럼 이혼을 해 버리지, 그러지도 못하고 있는 거 보면 불쌍해.",
scenejan_9_d,5,,me,보통은 이모처럼 못 해요…,
scenejan_9_d,6,szymanowska,szymanowska,그래? 내가 보기에는 에투아르도 가차없이 이혼해 버릴 것 같은데.,
scenejan_9_d_choice,1,,narrator,그런가. 당신은 라프뤼나데드 백작부인의 박스석으로부터 고개를 돌린다.,
scenejan_4,1,,narrator,그런 당신의 생각을 뒤로하고 공연이 시작됐다.,
scenejan_4,2,,narrator,그래… 맛깔나는 자극적인 소재랑 소재는 다 때려넣은 오페라였다.,
scenejan_4,3,,narrator,네 약혼녀가 예쁠 테니까 나한테 좀 빌려줘라' 라고 하는 탕아.,
scenejan_4,4,,narrator,친구의 약혼녀가 자기랑 의남매라는 걸 첫눈에 알아보고.,
scenejan_4,5,,narrator,"거기에 주인공은 악마의 아들이라, 출생의 비밀까지..",
scenejan_4,6,,narrator,아름다운 여인을 차지하기 위한 마상시합 출전계획과 전형적인 기사도…,
scenejan_4,7,,narrator,당연히 극에 집중하는 사람이 더 적었다.,
scenejan_4,8,,narrator,"소란이 잦아들었던 건 글쎄다, 2막 발레 장면 때 정도였을까. 나이 지긋한 남자들이 일제히 오페라 글라스를 집어들었기 때문이었다.",
scenejan_4,9,,narrator,이 가운데 얼마나 많은 사람들이 공연을 제대로 봤을까?,
scenejan_4,10,,narrator,"조금은 회의적인 생각에 잠겨 있던 그때, 누군가가 밖에서 소리를 낸다.",
scenejan_4,11,???,???,똑똑.,
scenejan_4,12,szymanowska,szymanowska,무례한 친구네.,
scenejan_4,13,,narrator,"시마노프스카는 그렇게 이야기하면서도 '네, 들어오세요' 라고 말한다.",
scenejan_4_choice,1,liszt,liszt,"또 뵙습니다, 시마노프스카 부인, 베시에르 양.",
scenejan_5_e,1,liszt,liszt,나름의 매너를 챙겼습니다.,
scenejan_5_f,1,szymanowska,szymanowska,"글쎄, 나도 예술을 합니다만 듣도 보도 못한 예의네요.",
scenejan_6,1,liszt,liszt,벼랑 끝에서 살아가는 사람들 특유의 매너라고 해두죠.,
scenejan_6_choice,1,,narrator,벼랑 끝에서' 라. 흔하게 통용되는 숙어였지만 묘한 감상을 불러일으켰다.,
scenejan_7,1,,narrator,당신의 옹호랄지 체념일지 모르겠는 말에 시마노프스카는 한숨을 내쉬었다.,
scenejan_7,2,,narrator,"리스트는 시마노프스카의 동향 청년이 잠깐 비운 자리를 보고, 자연스레 다리를 꼬고 앉는다.",
scenejan_7,3,liszt,liszt,"실례가 안 된다면, 한 대만 피우겠습니다.",
scenejan_7_choice,1,,narrator,그러면서 리스트는 가슴팍 주머니에서 시가와 시가 커터를 꺼냈다.,
scenejan_8_choice,1,liszt,liszt,"오, 평소에 시가 좀 잘라보셨나 봅니다?",
scenejan_9,1,,narrator,당신은 떨리는 손으로 시가를 잘랐다.,
scenejan_9,2,,narrator,리스트는 그 단면을 보고 폭소했다.,
scenejan_9,3,liszt,liszt,"이거이거, 연습 좀 하셔야겠어요.",
scenejan_9,4,,narrator,"그러더니 잘못 자른 시가를 집어넣고, 다시 시가 한 대를 더 꺼내 직접 제대로 잘라 불을 붙였다.",
scenejan_10,1,,narrator,"당신은 시가를 잘랐다. 리스트는 깔끔한 단면을 보고 만족스럽다는 듯 턱을 슥 만진 뒤, 몸을 숙여 물고 있는 시가에 불을 붙인다.",
scenejan_11,1,,narrator,리스트가 폭소했다. ,
scenejan_11,2,liszt,liszt,"이거 이거, 보기보다 대담한 레이디셨군요. 알고 계셨나요, 부인?",
scenejan_11,3,,narrator,시마노프스카는 얼굴이 하얗게 질려 당신을 바라보고 있다.,
scenejan_12,1,liszt,liszt,음? 레이디에게는 좀 독할 텐데요.,
scenejan_12_choice,1,szymanowska,szymanowska,"에투아르, 너 지금 무슨 소리를… 너 언제부터 담배 피웠니?!",
scenejan_13,1,liszt,liszt,"이런, 그러면 좀 곤란합니다. 초심자에게 적절한 브랜드가 아니라서요. 나중에 추천해 드리죠.",
scenejan_13,2,szymanowska,szymanowska,"리스트 씨, 무슨 소리를 하시는 거예요. 숙녀가 무슨 담배를 피워요?!",
scenejan_13,3,liszt,liszt,제가 아는 레이디들 중에는 꽤 피우던데요.,
scenejan_13,4,,me,그렇대요.,
scenejan_13,5,,narrator,시마노프스카는 진심으로 '리스트는 정말 이 아이에게 백해무익하구나' 하는 표정을 지었다.,
scenejan_13,6,liszt,liszt,"하하, 안심하세요, 부인. 지금은 에투아르 씨께 권할 생각이 없습니다.",
scenejan_13,7,,me,쓸데없이 사려깊으시네요.,
scenejan_13,8,liszt,liszt,"사려깊다기보다는, 시마노프스카 부인의 분노를 사고 싶지 않아서요.",
scenejan_13,9,,narrator,시마노프스카가 헛기침을 하며 주의를 전환했다.,
scenejan_14,1,,narrator,시마노프스카가 이마를 짚고 의자 등받이에 기댄다.,
scenejan_14,2,szymanowska,szymanowska,"리스트 씨, 스멜링 솔트 좀 부탁해요. 내가 지금 무슨 소리를 들은 건지…",
scenejan_14,3,,narrator,리스트는 시마노프스카의 레티큘을 뒤져 스멜링 솔트를 꺼내 시마노프스카의 코에 댄다.,
scenejan_14,4,,narrator,십몇 초 뒤 시마노프스카가 자세를 고쳐 앉는다.,
scenejan_14,5,szymanowska,szymanowska,숙녀로서 아주 부적절한 행동이니 담배는 끊도록 하렴.,
scenejan_14,6,liszt,liszt,"이런, 베시에르 양. 레이디가 되어서 담배를 오래오래 피우고 싶으셨다면 거짓말을 하셨어야죠.",
scenejan_14,7,,me,거짓말을 잘 못 하는 편이라서요….,
scenejan_14,8,,narrator,당신은 약간 시무룩해졌다.,
scenejan_14,9,,narrator,시마노프스카가 헛기침을 하며 주의를 전환했다.,
scenejan_15,1,szymanowska,szymanowska,설마 담뱃불이나 붙이려고 온 건 아니겠죠. 인사 말고 더 할 말이 있으리라 믿어요.,
scenejan_15,2,liszt,liszt,물론입니다. 러시아의 궁정 피아니스트와 그 피후견인께서 이 오페라를 어떻게 보셨는지가 궁금해서 왔죠.,
